State,County,County FIPS Code,2010 Population,CO          8-hr (ppm),Pb           3-mo (µg/m3),NO2         AM (ppb),NO2          1-hr (ppb),O3            8-hr (ppm),PM10        24-hr (µg/m3) ,PM2.5W,PM2.5     24-hr (µg/m3) ,SO2         1-hr (ppb)
Nebraska,Cass County,31025,25241,ND,ND,ND,ND,ND,62,IN,IN,ND
Nebraska,Cedar County,31027,8852,ND,ND,ND,ND,ND,ND,IN,IN,ND
Nebraska,Cherry County,31031,5713,ND,ND,ND,ND,ND,ND,IN,IN,ND
Nebraska,Deuel County,31049,1941,ND,ND,ND,ND,ND,ND,IN,IN,ND
Nebraska,Dodge County,31053,36691,ND,0.02,ND,ND,ND,ND,ND,ND,ND
Nebraska,Douglas County,31055,517110,1,ND,ND,ND,0.07,54,8.3,22,37
Nebraska,Hall County,31079,58607,ND,ND,ND,ND,ND,ND,6.2,19,ND
Nebraska,Knox County,31107,8701,ND,ND,ND,ND,0.065,ND,ND,ND,ND
Nebraska,Lancaster County,31109,285407,ND,ND,ND,ND,0.062,ND,7.1,19,10
Nebraska,Lincoln County,31111,36288,ND,ND,ND,ND,ND,ND,IN,IN,ND
Nebraska,Sarpy County,31153,158840,ND,ND,ND,ND,ND,ND,9.1,21,ND
Nebraska,Scotts Bluff County,31157,36970,ND,ND,ND,ND,ND,ND,6.3,18,ND
Nebraska,Washington County,31177,20234,ND,ND,ND,ND,ND,ND,7.6,21,ND
Nevada,Churchill County,32001,24877,ND,ND,ND,ND,0.074,ND,ND,ND,ND
Nevada,Clark County,32003,1951269,3,ND,27,59,0.081,133,9.6,26,IN
Nevada,Douglas County,32005,46997,ND,ND,ND,ND,ND,ND,7.3,40,ND
Nevada,Elko County,32007,48818,ND,ND,ND,ND,ND,119,ND,ND,ND
Nevada,Lyon County,32019,51980,ND,ND,ND,ND,0.073,ND,ND,ND,ND
Nevada,Nye County,32023,43946,ND,ND,ND,ND,ND,150,ND,ND,ND
Nevada,Washoe County,32031,421407,2,ND,13,46,0.078,126,8,35,4
Nevada,White Pine County,32033,10030,ND,ND,ND,ND,0.071,ND,ND,ND,ND
Nevada,Carson City,32510,55274,ND,ND,ND,ND,0.071,ND,7.1,42,ND
New Hampshire,Belknap County,33001,60088,ND,ND,ND,ND,0.056,ND,4.5,11,ND
New Hampshire,Cheshire County,33005,77117,ND,ND,ND,ND,0.061,ND,5.3,17,ND
New Hampshire,Coos County,33007,33055,ND,ND,ND,ND,0.069,ND,IN,IN,ND
New Hampshire,Grafton County,33009,89118,ND,ND,ND,ND,0.061,ND,6.2,16,ND
New Hampshire,Hillsborough County,33011,400721,0,ND,ND,ND,0.066,ND,3.2,12,3
New Hampshire,Merrimack County,33013,146445,ND,ND,ND,ND,0.06,ND,IN,IN,15
New Hampshire,Rockingham County,33015,295223,0,ND,3,19,0.069,31,5,14,14
New Hampshire,Sullivan County,33019,43742,ND,ND,ND,ND,ND,ND,IN,IN,ND
New Jersey,Atlantic County,34001,274549,ND,ND,ND,ND,0.063,ND,6.4,15,2
New Jersey,Bergen County,34003,905116,2,ND,17,68,0.079,ND,11.1,27,ND
New Jersey,Camden County,34007,513657,1,ND,11,45,0.075,33,10,22,7
New Jersey,Cumberland County,34011,156898,ND,ND,5,32,0.063,ND,IN,IN,ND
New Jersey,Essex County,34013,783969,2,ND,14,52,0.071,38,8.4,21,4
New Jersey,Gloucester County,34015,288288,ND,ND,ND,ND,0.077,ND,7,16,ND
New Jersey,Hudson County,34017,634266,2,ND,19,58,0.078,33,8.2,20,5
New Jersey,Hunterdon County,34019,128349,ND,ND,ND,ND,0.072,ND,7.9,19,ND
New Jersey,Mercer County,34021,366513,ND,ND,ND,ND,0.077,ND,7.8,18,ND
New Jersey,Middlesex County,34023,809858,ND,ND,8,42,0.076,ND,8,19,ND
New Jersey,Monmouth County,34025,630380,ND,ND,ND,ND,0.068,ND,ND,ND,ND
New Jersey,Morris County,34027,492276,ND,ND,3,31,0.073,ND,5.9,15,3
New Jersey,Ocean County,34029,576567,ND,ND,ND,ND,0.074,ND,6.3,17,ND
New Jersey,Passaic County,34031,501226,ND,ND,ND,ND,0.069,ND,7.6,19,ND
New Jersey,Union County,34039,536499,3,ND,19,61,ND,ND,8.9,22,7
New Jersey,Warren County,34041,108692,ND,ND,9,41,0.067,ND,7.7,20,6
New Mexico,Bernalillo County,35001,662564,1,ND,10,45,0.075,229,8.3,21,5
New Mexico,Chaves County,35005,65645,ND,ND,ND,ND,ND,ND,IN,IN,ND
New Mexico,Doña Ana County,35013,209233,ND,ND,7,47,0.081,325,8.2,22,ND
New Mexico,Eddy County,35015,53829,ND,ND,5,30,0.083,ND,ND,ND,ND
New Mexico,Grant County,35017,29514,ND,ND,ND,ND,ND,ND,IN,IN,ND
New Mexico,Lea County,35025,64727,ND,ND,5,36,0.076,ND,8,18,ND
New Mexico,Luna County,35029,25095,ND,ND,ND,ND,ND,186,ND,ND,ND
New Mexico,Rio Arriba County,35039,40246,ND,ND,ND,ND,0.07,ND,ND,ND,ND
New Mexico,Sandoval County,35043,131561,ND,ND,ND,ND,0.073,IN,IN,IN,ND
New Mexico,San Juan County,35045,130044,ND,ND,10,34,0.074,84,IN,IN,9
New Mexico,Santa Fe County,35049,144170,ND,ND,ND,ND,0.069,ND,3.8,9,ND
New Mexico,Taos County,35055,32937,ND,ND,ND,ND,ND,ND,6.3,15,ND
New Mexico,Valencia County,35061,76569,ND,ND,ND,ND,0.071,ND,ND,ND,ND
New York,Albany County,36001,304204,1,ND,ND,ND,0.064,ND,7.5,19,2
New York,Bronx County,36005,1385108,1,ND,17,IN,0.077,30,8.3,22,8
New York,Broome County,36007,200600,ND,ND,ND,ND,ND,ND,IN,IN,ND
New York,Chautauqua County,36013,134905,ND,ND,ND,ND,0.071,ND,6.6,17,3
New York,Dutchess County,36027,297488,ND,ND,ND,ND,0.065,ND,IN,IN,3
New York,Erie County,36029,919040,1,ND,10,47,0.069,35,7.6,19,7
New York,Essex County,36031,39370,ND,ND,ND,ND,0.069,ND,3.4,13,1
New York,Franklin County,36033,51599,ND,ND,ND,ND,ND,ND,ND,ND,1
New York,Hamilton County,36041,4836,ND,ND,ND,ND,0.063,ND,ND,ND,1
New York,Herkimer County,36043,64519,ND,ND,ND,ND,0.064,ND,ND,ND,IN
New York,Jefferson County,36045,116229,ND,ND,ND,ND,0.068,ND,ND,ND,ND
New York,Kings County,36047,2504700,ND,ND,ND,ND,ND,ND,7.9,18,ND
New York,Monroe County,36055,744344,1,ND,9,37,0.071,31,7.3,19,8
New York,Nassau County,36059,1339532,ND,ND,ND,ND,ND,ND,IN,IN,8
New York,New York County,36061,1585873,1,ND,ND,ND,0.077,38,10.4,27,ND
New York,Niagara County,36063,216469,ND,ND,ND,ND,0.069,ND,IN,IN,ND
New York,Oneida County,36065,234878,ND,ND,ND,ND,ND,ND,IN,IN,ND
New York,Onondaga County,36067,467026,ND,ND,ND,ND,0.066,ND,5.1,16,2
New York,Orange County,36071,372813,ND,ND,ND,ND,0.064,ND,6.4,16,ND
New York,Oswego County,36075,122109,ND,ND,ND,ND,0.067,ND,ND,ND,ND
New York,Putnam County,36079,99710,ND,ND,ND,ND,0.067,ND,ND,ND,3
New York,Queens County,36081,2230722,2,ND,16,54,0.073,29,8.3,20,6
New York,Richmond County,36085,468730,ND,ND,ND,ND,0.077,ND,IN,IN,ND
New York,Rockland County,36087,311687,ND,ND,ND,ND,0.072,ND,ND,ND,ND
New York,St. Lawrence County,36089,111944,ND,ND,ND,ND,ND,ND,IN,IN,87
New York,Saratoga County,36091,219607,ND,ND,ND,ND,0.067,ND,ND,ND,ND
New York,Schenectady County,36093,154727,ND,ND,ND,ND,ND,ND,IN,IN,ND
New York,Seneca County,36099,35251,ND,ND,ND,ND,ND,ND,ND,ND,2
New York,Steuben County,36101,98990,0,ND,ND,ND,0.064,ND,4.8,14,2
New York,Suffolk County,36103,1493350,ND,ND,ND,ND,0.076,ND,6.8,17,5
New York,Tompkins County,36109,101564,ND,ND,ND,ND,0.067,ND,ND,ND,52
New York,Wayne County,36117,93772,ND,ND,ND,ND,0.071,ND,ND,ND,ND
New York,Westchester County,36119,949113,ND,ND,ND,ND,0.078,ND,IN,IN,ND
North Carolina,Alamance County,37001,151131,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Alexander County,37003,37198,ND,ND,ND,ND,0.064,ND,ND,ND,ND
North Carolina,Avery County,37011,17797,ND,ND,ND,ND,0.064,ND,ND,ND,ND
North Carolina,Beaufort County,37013,47759,ND,ND,ND,ND,ND,ND,ND,ND,IN
North Carolina,Brunswick County,37019,107431,ND,ND,ND,ND,ND,ND,ND,ND,IN
North Carolina,Buncombe County,37021,238318,ND,ND,ND,ND,0.063,ND,6,12,10
North Carolina,Cabarrus County,37025,178011,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Caldwell County,37027,83029,ND,ND,ND,ND,0.065,ND,ND,ND,ND
North Carolina,Carteret County,37031,66469,ND,ND,ND,ND,0.06,ND,ND,ND,ND
North Carolina,Caswell County,37033,23719,ND,ND,ND,ND,0.065,ND,IN,IN,ND
North Carolina,Catawba County,37035,154358,ND,ND,ND,ND,ND,ND,8.1,18,ND
North Carolina,Chatham County,37037,63505,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Cumberland County,37051,319431,ND,ND,ND,ND,0.064,26,7.1,15,IN
North Carolina,Davidson County,37057,162878,ND,ND,ND,ND,ND,ND,9.3,21,ND
North Carolina,Duplin County,37061,58505,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Durham County,37063,267587,ND,ND,ND,ND,0.063,29,8.3,17,6
North Carolina,Edgecombe County,37065,56552,ND,ND,ND,ND,0.062,ND,IN,IN,ND
North Carolina,Forsyth County,37067,350670,ND,ND,7,35,0.067,30,9.1,22,5
North Carolina,Gaston County,37071,206086,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Graham County,37075,8861,ND,ND,ND,ND,0.064,ND,ND,ND,ND
North Carolina,Granville County,37077,59916,ND,ND,ND,ND,0.065,ND,ND,ND,ND
North Carolina,Guilford County,37081,488406,ND,ND,ND,ND,0.067,32,7.3,15,ND
North Carolina,Haywood County,37087,59036,ND,ND,ND,ND,0.065,ND,IN,IN,213
North Carolina,Jackson County,37099,40271,ND,ND,ND,ND,ND,ND,6.6,16,ND
North Carolina,Johnston County,37101,168878,ND,ND,ND,ND,0.063,ND,8.1,15,ND
North Carolina,Lee County,37105,57866,ND,ND,IN,IN,0.06,ND,IN,IN,IN
North Carolina,Lenoir County,37107,59495,ND,ND,ND,ND,0.064,20,IN,IN,ND
North Carolina,Lincoln County,37109,78265,ND,ND,ND,ND,0.063,ND,ND,ND,ND
North Carolina,McDowell County,37111,44996,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Macon County,37113,33922,ND,ND,ND,ND,0.063,ND,ND,ND,ND
North Carolina,Martin County,37117,24505,ND,ND,ND,ND,0.061,20,IN,IN,ND
North Carolina,Mecklenburg County,37119,919628,1,ND,10,35,0.07,58,8.9,17,3
North Carolina,Mitchell County,37121,15579,ND,ND,ND,ND,ND,ND,5.7,15,ND
North Carolina,Montgomery County,37123,27798,ND,ND,ND,ND,0.059,ND,6.7,13,ND
North Carolina,Nash County,37127,95840,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,New Hanover County,37129,202667,ND,ND,ND,ND,0.062,ND,3.5,11,ND
North Carolina,Onslow County,37133,177772,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Orange County,37135,133801,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Pasquotank County,37139,40661,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Person County,37145,39464,ND,ND,ND,ND,0.063,ND,ND,ND,25
North Carolina,Pitt County,37147,168148,ND,ND,ND,ND,0.066,ND,6.1,12,ND
North Carolina,Robeson County,37155,134168,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Rockingham County,37157,93643,ND,ND,ND,ND,0.065,ND,ND,ND,IN
North Carolina,Rowan County,37159,138428,ND,ND,ND,ND,0.06,ND,IN,IN,ND
North Carolina,Swain County,37173,13981,ND,ND,ND,ND,0.061,ND,7.7,17,ND
North Carolina,Union County,37179,201292,ND,ND,ND,ND,0.07,ND,ND,ND,ND
North Carolina,Wake County,37183,900993,1,ND,9,34,0.063,28,7.9,16,3
North Carolina,Watauga County,37189,51079,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Wayne County,37191,122623,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Carolina,Yancey County,37199,17818,ND,ND,ND,ND,0.063,ND,ND,ND,ND
North Dakota,Billings County,38007,783,ND,ND,ND,ND,0.061,ND,4.3,19,IN
North Dakota,Burke County,38013,1968,ND,ND,2,12,0.062,62,2.7,20,19
North Dakota,Burleigh County,38015,81308,0,ND,5,34,0.058,96,6,21,9
North Dakota,Cass County,38017,149778,ND,ND,4,32,0.063,74,7,22,3
North Dakota,Dunn County,38025,3536,ND,ND,IN,IN,0.06,32,IN,IN,IN
North Dakota,Grand Forks County,38035,66861,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Dakota,McKenzie County,38053,6360,ND,ND,2,9,0.061,49,5.2,22,6
North Dakota,Mercer County,38057,8424,ND,ND,3,19,0.064,52,5.6,21,23
North Dakota,Oliver County,38065,1846,ND,ND,2,13,0.063,61,6.3,21,10
North Dakota,Stark County,38089,24199,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Dakota,Steele County,38091,1975,ND,ND,ND,ND,ND,ND,IN,IN,ND
North Dakota,Ward County,38101,61675,ND,ND,2,12,0.061,56,5.7,26,8
North Dakota,Williams County,38105,22398,ND,ND,ND,ND,0.061,51,6.1,23,63
Ohio,Adams County,39001,28550,ND,ND,ND,ND,ND,ND,ND,ND,IN
Ohio,Allen County,39003,106331,ND,ND,ND,ND,0.075,ND,8.3,18,4
Ohio,Ashtabula County,39007,101497,ND,ND,ND,ND,0.069,ND,ND,ND,5
Ohio,Athens County,39009,64757,ND,ND,ND,ND,ND,ND,6.7,14,ND
Ohio,Belmont County,39013,70400,1,ND,8,32,ND,52,7.7,17,5
Ohio,Butler County,39017,368130,ND,ND,ND,ND,0.076,83,10.2,21,22
Ohio,Clark County,39023,138333,ND,ND,ND,ND,0.071,ND,9.8,25,4
Ohio,Clermont County,39025,197363,ND,ND,ND,ND,0.069,ND,IN,IN,ND
Ohio,Clinton County,39027,42040,ND,ND,ND,ND,0.067,ND,ND,ND,ND
Ohio,Columbiana County,39029,107841,ND,0.03,ND,ND,ND,26,ND,ND,IN
Ohio,Cuyahoga County,39035,1280122,3,0.06,11,49,0.075,74,11.1,24,41
Ohio,Delaware County,39041,174214,ND,ND,ND,ND,0.066,ND,ND,ND,ND
Ohio,Fayette County,39047,29030,ND,ND,ND,ND,0.063,ND,ND,ND,ND
Ohio,Franklin County,39049,1163414,1,0.01,10,44,0.066,47,9.1,25,IN
Ohio,Fulton County,39051,42698,ND,0.09,ND,ND,ND,ND,ND,ND,ND
Ohio,Gallia County,39053,30934,ND,ND,ND,ND,ND,ND,ND,ND,41
Ohio,Geauga County,39055,93389,ND,ND,ND,ND,0.073,ND,ND,ND,ND
Ohio,Greene County,39057,161573,ND,ND,ND,ND,0.066,22,8.1,20,ND
Ohio,Hamilton County,39061,802374,2,ND,19,41,0.08,39,12.4,22,24
Ohio,Harrison County,39067,15864,IN,ND,ND,ND,ND,IN,IN,IN,ND
Ohio,Jefferson County,39081,69709,ND,ND,ND,ND,0.068,46,8.7,19,34
Ohio,Knox County,39083,60921,ND,ND,ND,ND,0.066,ND,ND,ND,ND
Ohio,Lake County,39085,230041,1,ND,ND,ND,0.076,IN,7,19,53
Ohio,Lawrence County,39087,62450,ND,ND,ND,ND,0.066,23,6.4,14,IN
Ohio,Licking County,39089,166492,ND,ND,ND,ND,0.062,ND,ND,ND,ND
Ohio,Lorain County,39093,301356,ND,ND,ND,ND,0.069,24,7.8,20,ND
Ohio,Lucas County,39095,441815,ND,ND,ND,ND,0.078,ND,8.9,22,32
Ohio,Madison County,39097,43435,ND,ND,ND,ND,0.067,ND,ND,ND,ND
Ohio,Mahoning County,39099,238823,ND,ND,ND,ND,0.064,39,7.8,17,5
Ohio,Marion County,39101,66501,ND,0.02,ND,ND,ND,ND,ND,ND,ND
Ohio,Medina County,39103,172332,ND,ND,ND,ND,0.066,ND,7.8,19,ND
Ohio,Miami County,39109,102506,ND,ND,ND,ND,0.069,ND,ND,ND,ND
Ohio,Montgomery County,39113,535153,1,ND,ND,ND,0.073,35,8.3,21,ND
Ohio,Morgan County,39115,15054,ND,ND,ND,ND,ND,ND,ND,ND,IN
Ohio,Noble County,39121,14645,ND,ND,ND,ND,0.06,ND,ND,ND,ND
Ohio,Portage County,39133,161419,ND,ND,ND,ND,0.067,ND,7.3,17,ND
Ohio,Preble County,39135,42270,0,ND,ND,ND,0.067,ND,8.7,20,9
Ohio,Scioto County,39145,79499,ND,ND,ND,ND,ND,42,7.1,16,29
Ohio,Stark County,39151,375586,1,0.2,ND,ND,0.07,ND,9.5,22,ND
Ohio,Summit County,39153,541781,2,ND,ND,ND,0.069,ND,8.8,20,6
Ohio,Trumbull County,39155,210312,ND,ND,ND,ND,0.071,24,7.7,19,ND
Ohio,Warren County,39165,212693,ND,ND,ND,ND,0.075,ND,IN,IN,ND
Ohio,Washington County,39167,61778,ND,0,ND,ND,0.066,ND,ND,ND,ND
Ohio,Wood County,39173,125488,ND,ND,ND,ND,0.069,ND,ND,ND,ND
Oklahoma,Adair County,40001,22683,1,ND,ND,ND,0.063,60,IN,IN,3
Oklahoma,Bryan County,40013,42416,ND,ND,ND,ND,0.067,ND,ND,ND,ND
Oklahoma,Caddo County,40015,29600,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oklahoma,Canadian County,40017,115541,ND,ND,ND,ND,0.076,ND,IN,IN,ND
Oklahoma,Carter County,40019,47557,ND,ND,ND,ND,ND,ND,8.6,24,ND
Oklahoma,Cherokee County,40021,46987,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oklahoma,Choctaw County,40023,15205,ND,ND,ND,ND,0.062,ND,ND,ND,ND
Oklahoma,Cleveland County,40027,255755,ND,ND,ND,ND,0.071,ND,10.1,23,ND
Oklahoma,Comanche County,40031,124098,ND,ND,ND,ND,0.072,ND,7.1,18,ND
Oklahoma,Creek County,40037,69967,ND,0.01,ND,ND,0.069,ND,ND,ND,ND
Oklahoma,Custer County,40039,27469,ND,ND,ND,ND,ND,84,IN,IN,ND
Oklahoma,Dewey County,40043,4810,ND,ND,ND,ND,0.073,ND,8.2,18,ND
Oklahoma,Garfield County,40047,60580,ND,ND,ND,ND,ND,ND,IN,IN,44
Oklahoma,Jefferson County,40067,6472,ND,ND,ND,ND,0.076,ND,ND,ND,ND
Oklahoma,Kay County,40071,46562,ND,ND,ND,ND,0.06,ND,8.3,20,31
Oklahoma,Le Flore County,40079,50384,ND,ND,ND,ND,ND,IN,IN,IN,ND
Oklahoma,Lincoln County,40081,34273,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oklahoma,Love County,40085,9423,ND,ND,ND,ND,0.075,ND,IN,IN,ND
Oklahoma,McClain County,40087,34506,ND,ND,ND,ND,0.07,ND,ND,ND,ND
Oklahoma,Mayes County,40097,41259,ND,ND,ND,ND,0.065,ND,IN,IN,25
Oklahoma,Muskogee County,40101,70990,ND,ND,ND,ND,ND,155,IN,IN,31
Oklahoma,Nowata County,40105,10536,ND,ND,ND,ND,0.066,ND,9,24,ND
Oklahoma,Oklahoma County,40109,718633,2,ND,13,41,0.072,92,9.6,24,3
Oklahoma,Osage County,40113,47472,ND,ND,ND,ND,0.073,ND,ND,ND,ND
Oklahoma,Ottawa County,40115,31848,ND,0.02,ND,ND,0.063,55,IN,IN,ND
Oklahoma,Pawnee County,40117,16577,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oklahoma,Payne County,40119,77350,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oklahoma,Pittsburg County,40121,45837,ND,0,ND,ND,0.069,ND,8.7,27,ND
Oklahoma,Pottawatomie County,40125,69442,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oklahoma,Seminole County,40133,25482,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oklahoma,Sequoyah County,40135,42391,ND,ND,5,IN,0.062,ND,8.2,19,ND
Oklahoma,Tulsa County,40143,603403,1,ND,7,39,0.073,59,10.5,27,8
Oklahoma,Washington County,40147,50976,ND,ND,ND,ND,0.031,ND,IN,IN,ND
Oregon,Benton County,41003,85579,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oregon,Clackamas County,41005,375992,ND,ND,ND,ND,0.07,ND,ND,ND,ND
Oregon,Columbia County,41009,49351,ND,ND,ND,ND,0.053,ND,IN,IN,ND
Oregon,Crook County,41013,20978,ND,ND,ND,ND,ND,ND,8.9,33,ND
Oregon,Deschutes County,41017,157733,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oregon,Douglas County,41019,107667,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oregon,Harney County,41025,7422,ND,ND,ND,ND,ND,ND,10.1,36,ND
Oregon,Jackson County,41029,203206,ND,ND,ND,ND,0.074,66,IN,169,ND
Oregon,Josephine County,41033,82713,ND,ND,ND,ND,ND,ND,12.2,75,ND
Oregon,Klamath County,41035,66380,ND,ND,ND,ND,ND,ND,18.6,146,ND
Oregon,Lake County,41037,7895,ND,ND,ND,ND,ND,ND,12.8,66,ND
Oregon,Lane County,41039,351715,ND,ND,ND,ND,0.06,83,9,39,ND
Oregon,Linn County,41043,116672,ND,ND,ND,ND,ND,ND,IN,IN,ND
Oregon,Marion County,41047,315335,ND,ND,ND,ND,0.066,ND,IN,IN,ND
Oregon,Multnomah County,41051,735334,2,ND,9,35,0.067,27,7.4,20,3
Oregon,Umatilla County,41059,75889,ND,ND,ND,ND,0.06,ND,IN,IN,ND
Oregon,Union County,41061,25748,ND,ND,ND,ND,ND,51,IN,IN,ND
Oregon,Wasco County,41065,25213,ND,ND,ND,ND,0.053,IN,IN,IN,ND
Oregon,Washington County,41067,529710,1,ND,12,38,0.054,ND,8,32,ND
Pennsylvania,Adams County,42001,101407,0,ND,IN,IN,0.068,ND,7.7,20,IN
Pennsylvania,Allegheny County,42003,1223348,3,ND,10,37,0.074,67,11.5,28,130
Pennsylvania,Armstrong County,42005,68941,ND,ND,ND,ND,0.067,ND,7.8,18,ND
Pennsylvania,Beaver County,42007,170539,ND,0,7,38,0.071,60,9.2,21,23
Pennsylvania,Berks County,42011,411442,ND,0.02,ND,ND,0.071,ND,8.2,23,IN
Pennsylvania,Blair County,42013,127089,ND,ND,ND,ND,0.063,19,7.6,22,8
Pennsylvania,Bradford County,42015,62622,ND,ND,2,17,0.064,ND,6.7,18,ND
Pennsylvania,Bucks County,42017,625249,ND,ND,ND,ND,0.084,ND,IN,IN,ND
Pennsylvania,Cambria County,42021,143679,1,ND,5,34,0.059,32,8.4,19,17
Pennsylvania,Carbon County,42025,65249,ND,0.13,ND,ND,ND,ND,ND,ND,ND
Pennsylvania,Centre County,42027,153990,ND,ND,2,IN,0.064,ND,8.7,23,5
Pennsylvania,Chester County,42029,498886,ND,ND,ND,ND,0.065,ND,IN,IN,ND
Pennsylvania,Clearfield County,42033,81642,ND,ND,ND,ND,0.064,ND,ND,ND,ND
Pennsylvania,Cumberland County,42041,235406,ND,ND,ND,ND,ND,ND,8,24,ND
Pennsylvania,Dauphin County,42043,268100,ND,ND,ND,ND,0.068,35,8,21,ND
Pennsylvania,Delaware County,42045,558979,ND,IN,8,38,0.073,ND,12.1,IN,ND
Pennsylvania,Elk County,42047,31946,ND,ND,ND,ND,0.065,ND,ND,ND,ND
Pennsylvania,Erie County,42049,280566,1,ND,IN,IN,0.062,32,8.7,21,ND
Pennsylvania,Fayette County,42051,136606,ND,ND,IN,IN,0.061,ND,IN,IN,ND
Pennsylvania,Franklin County,42055,149618,ND,ND,ND,ND,0.059,ND,ND,ND,ND
Pennsylvania,Greene County,42059,38686,ND,ND,ND,ND,0.067,ND,6.4,14,ND
Pennsylvania,Indiana County,42063,88880,ND,ND,ND,ND,0.068,ND,ND,ND,28
Pennsylvania,Lackawanna County,42069,214437,1,ND,8,39,0.061,ND,IN,IN,ND
Pennsylvania,Lancaster County,42071,519445,ND,0.06,ND,ND,0.069,38,9.5,24,ND
Pennsylvania,Lawrence County,42073,91108,ND,0.03,ND,ND,0.066,ND,ND,ND,IN
Pennsylvania,Lebanon County,42075,133568,ND,ND,ND,ND,0.07,ND,8.8,23,ND
Pennsylvania,Lehigh County,42077,349497,ND,ND,ND,ND,0.067,40,8.9,21,ND
Pennsylvania,Luzerne County,42079,320918,ND,0,ND,ND,0.067,32,IN,IN,3
Pennsylvania,Lycoming County,42081,116111,ND,ND,ND,ND,0.063,IN,ND,ND,ND
Pennsylvania,Mercer County,42085,116638,ND,ND,ND,ND,0.07,ND,IN,IN,ND
Pennsylvania,Monroe County,42089,169842,ND,ND,ND,ND,0.07,ND,IN,IN,ND
Pennsylvania,Montgomery County,42091,799874,ND,ND,ND,ND,0.073,ND,7.7,19,ND
Pennsylvania,Northampton County,42095,297735,ND,ND,6,34,0.073,ND,8.1,23,IN
Pennsylvania,Perry County,42099,45969,ND,ND,ND,ND,ND,ND,IN,IN,ND
